Drug,BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,PRAD,SKCM,STAD,UCEC,UCS
ZOLBETUXIMAB,3.135064616747037e-05,3.22305249124029e-05,3.110000747455512e-05,3.0953970396370545e-05,3.110980782744874e-05,3.101465949157939e-05,3.104008116602307e-05,3.089024910375503e-05,3.787205902588904e-05,3.1313802309626664e-05,3.0705921211227965e-05,3.1358478326091464e-05,3.1147308681251714e-05,3.0988372671354634e-05,3.1389029562400176e-05,3.7692525016602293e-05,3.071494699175804e-05
BMS-936559,4.03923048885476e-05,4.1078936907293015e-05,3.987046709725321e-05,3.719456673910279e-05,3.767624748736414e-05,4.934059263236267e-05,4.18358907531072e-05,5.562937517089779e-05,4.533681138774068e-05,4.371703345398142e-05,4.217908035438172e-05,4.264717081179914e-05,4.3728428478052734e-05,4.6148206862048974e-05,4.123600418453633e-05,4.4162632616359784e-05,3.7019997778614145e-05
VNLG/124,4.1907303281612826e-05,0.003699441691402171,4.4749238026048044e-05,4.589604657632503e-05,5.000636185742248e-05,6.58554634693339e-05,5.0483268044274504e-05,3.723748314987866e-05,5.94320446694981e-05,5.010313680148533e-05,5.2881575000850194e-05,5.7212085590904725e-05,4.846064434602025e-05,6.176975624537238e-05,5.1460386983005237e-05,4.578094258386637e-05,5.138816971893391e-05
HG-5-88-01,0.0006315462710579289,4.9410435908615434e-05,4.961574937399218e-05,4.621523884659674e-05,4.5085385348749213e-05,4.577050864423097e-05,4.74491524919742e-05,4.486692251099358e-05,4.6146520021788924e-05,4.621127061060666e-05,4.7585514439454014e-05,4.6577891618575173e-05,4.505009335559173e-05,4.46546895124957e-05,4.5876529308745914e-05,4.8021112876244565e-05,4.8790771481486664e-05
PARTHENOLIDE,0.0005575827359938225,0.000649578372510205,0.0008338660543148797,0.0007623559332371239,5.390315689848056e-05,0.001270895627421119,0.00046803356141136794,0.0016941088355846834,0.0007831575099202471,0.0006985336809512172,0.0011374091787184483,0.0008548510042206778,0.0007183194371583806,0.0011492994819829944,0.00047180740246065007,0.0004987106517437276,0.0010887681778106591
Z-LLNLE-CHO,4.56458623345509e-05,4.5554479358499575e-05,4.887479600419193e-05,6.04815362254851e-05,5.1462591678894955e-05,5.157509175898494e-05,4.653992357962626e-05,5.5148670158362344e-05,0.002568299361283811,4.306831196188003e-05,4.8962354523489656e-05,4.4398610144694816e-05,5.655989621686932e-05,4.5858925217219096e-05,4.249508469015028e-05,4.092026809953135e-05,4.454669060633616e-05
XMD15-27,4.0485390371623464e-05,4.2693941264137494e-05,4.2992127431991416e-05,4.1632187622507554e-05,4.650694905691468e-05,4.1929892271123264e-05,4.418950190782341e-05,4.003430042244489e-05,4.2024596963777194e-05,4.1554996772326905e-05,4.030890584494709e-05,4.595664791082009e-05,4.252767645120612e-05,4.0806615540594754e-05,4.165394443371372e-05,4.193606459081812e-05,4.0611803039409046e-05
QL-VIII-58,3.911070986941722e-05,4.0079227136647165e-05,4.764799024617459e-05,4.0998845491066e-05,0.008185516508125408,3.484885769984159e-05,4.2365252634148795e-05,3.903719282009293e-05,5.314666557710792e-05,3.912669761332511e-05,4.649329734150233e-05,4.086599973380744e-05,3.4759756974075785e-05,4.2890962431513816e-05,3.99328266830509e-05,4.373594668475103e-05,4.295432957308811e-05
WZ3105,6.505361553220718e-05,4.8069164963117544e-05,6.495465514960449e-05,0.005392361843606355,4.8536995417159464e-05,6.118108979830904e-05,6.335924413820438e-05,4.565955192255998e-05,4.602634350500907e-05,7.749227425918613e-05,8.250512010958234e-05,5.357435029044601e-05,9.431695381993292e-05,0.0001094480978084843,6.716081421701381e-05,5.9900988695540964e-05,5.2355281473054075e-05
KIN001-270,0.002003815287286421,6.047719804137353e-05,0.0033647038608105124,7.260947132370088e-05,0.006693862894232519,5.5057422931159324e-05,0.0026678929884084955,5.9902379366119556e-05,5.2414811824574026e-05,0.0028290276272636998,6.58501207586338e-05,0.0039840964903762105,6.464511130382369e-05,5.282146474996494e-05,6.0338985280122895e-05,0.0016355152582917508,6.135090976342136e-05
SL 0101-1,4.4902443559606076e-05,4.5510925389697016e-05,4.256239119062726e-05,4.6134483416252316e-05,3.681942619962932e-05,4.615836602918365e-05,4.041479232857808e-05,4.493749202448206e-05,4.1302267260213416e-05,4.219055145613814e-05,4.584483055701038e-05,4.165638871646124e-05,4.0946236124486314e-05,5.1391372865516095e-05,4.6931845542919815e-05,4.796392352288115e-05,7.249559843326178e-05
KIN001-260,7.915335288580794e-05,6.99828631631334e-05,7.554674194256927e-05,6.933849258659531e-05,6.418305064311175e-05,6.291182293089625e-05,0.002705809755357515,6.818743471093865e-05,6.155567267159958e-05,7.029650905787503e-05,8.233681677072312e-05,0.004021047156551107,7.020722321568087e-05,6.376614212435102e-05,7.264313764847263e-05,6.975179056361173e-05,6.970454984855664e-05
HG-5-113-01,5.0012748471528654e-05,4.9369240784616185e-05,5.05784672625212e-05,4.8749326518635294e-05,4.7401779932223055e-05,5.098620185988831e-05,5.268051680957971e-05,0.0023170258222623423,5.104536123483168e-05,4.8592850424774545e-05,4.979832345740599e-05,5.313294435098557e-05,5.21823581716853e-05,5.218297456256093e-05,4.920563183797121e-05,4.7909334609439737e-05,4.914830122801828e-05
THZ-2-102-1,3.8136634038667145e-05,6.891531096124903e-05,5.439338899532713e-05,3.717458053114117e-05,3.071141895149339e-05,6.468625720978366e-05,3.868704178597231e-05,4.2120513405496396e-05,4.841442504659119e-05,3.058673078520726e-05,3.399260604747677e-05,4.275585433988004e-05,3.931299167832972e-05,3.585516705517544e-05,3.620395662729456e-05,4.7834684921819296e-05,6.21164223825296e-05
XMD13-2,4.5135166473481546e-05,4.965783219361843e-05,0.0033554976446485596,5.639831615365412e-05,4.146408759850281e-05,4.939093911718548e-05,4.4705540708700836e-05,4.6320734720452986e-05,4.480051010380585e-05,4.613843333773131e-05,5.0038094412036766e-05,4.631018600555991e-05,4.653524906223452e-05,5.0523147027628764e-05,4.675066602133792e-05,4.938620186566796e-05,6.732206528665257e-05
681640,0.0015833556871559767,0.002353972060193099,0.002660735684559607,6.83141349914117e-05,0.005244939074218734,7.413747509247598e-05,7.593040264920433e-05,8.262120475056476e-05,6.989348736244869e-05,6.0846656883198246e-05,7.105827204261583e-05,8.150236528019762e-05,8.602276886308074e-05,5.905549285634634e-05,0.0029637764584728994,0.0012889421976584536,7.01316959399808e-05
KIN001-244,8.185779593346711e-05,6.029097615089758e-05,7.13727024867028e-05,5.652760305789652e-05,6.466278659465933e-05,6.401643911762367e-05,0.0033134794407711308,6.77669576616789e-05,6.283381971849522e-05,6.55503360473788e-05,7.978270102494454e-05,0.004924569002207804,5.77959822838231e-05,6.070473175448352e-05,6.679915381462343e-05,6.827365786981849e-05,6.201453688180134e-05
NPK76-II-72-1,5.761759017207816e-05,5.7144496423038e-05,5.478171451198401e-05,0.0017335087502737543,5.363980499304387e-05,5.737456600717618e-05,5.883008267161498e-05,6.314770413131219e-05,6.0433644474657596e-05,0.0011226517229186923,5.706810639138873e-05,6.106380953737845e-05,6.012089025089716e-05,5.714179448068235e-05,5.4064053625841055e-05,5.651301534668083e-05,5.4933555314225014e-05
WZ-1-84,4.130031255144503e-05,3.752027207693353e-05,4.147591212542714e-05,4.2673335697810996e-05,3.0629829455057394e-05,4.6422403638330934e-05,3.053433277359098e-05,3.0230189327826617e-05,3.4171942237841484e-05,3.836351041526748e-05,3.042214055036057e-05,3.0289173218835096e-05,3.72478640456904e-05,3.489097309515936e-05,4.128851829001989e-05,3.443011072391568e-05,3.0334823916532373e-05
MPS-1-IN-1,3.915038608401585e-05,4.328359296822557e-05,3.80667703567036e-05,0.005340120759749049,3.664794831565468e-05,3.5879614696649e-05,3.615692459261541e-05,4.63697184574923e-05,3.621396013658812e-05,0.003455843542255976,3.556556542963754e-05,3.9742512481939074e-05,4.045621999546846e-05,3.640654003993215e-05,3.6240976030717516e-05,4.001277904376298e-05,3.600805042776524e-05
I-BET,,,,,,,,,,,,,,,,,
GENENTECH CPD 10,4.127701319968251e-05,4.222151824973772e-05,4.27588891416427e-05,4.380294054986578e-05,4.566753115133857e-05,4.444988880551956e-05,4.0448746230066756e-05,3.952505361412025e-05,4.39099885981828e-05,4.147177545954773e-05,4.139092621701388e-05,4.2509619370477455e-05,3.944395097546782e-05,4.10396520718693e-05,4.4531231987324e-05,4.088192566525006e-05,4.365886626968871e-05
QL-XI-92,6.933263572141001e-05,0.0037171705004376224,7.454396550386713e-05,5.869742726579217e-05,6.076095471988855e-05,0.0063567455495877915,9.180715515858486e-05,9.049235272902645e-05,0.00449427278962265,7.926796565240111e-05,0.005646953274585069,0.004910927791746832,6.532518921477452e-05,0.004672317821858116,7.062007690079117e-05,7.639062408256341e-05,9.59024743757124e-05
SB52334,,,,,,,,,,,,,,,,,
TL-1-85,0.0034641206891311074,5.568832113624957e-05,6.249675713866533e-05,0.007569301511020475,3.85007657244641e-05,5.050659290941875e-05,4.477916737201354e-05,4.134796106682578e-05,0.006310730670959028,0.004894500292886495,6.91192522265468e-05,4.315957455151721e-05,4.8141419344830824e-05,0.006581032079778947,5.914344347820424e-05,0.0028301716028944646,6.63113755612472e-05
(-)-GALLOCATECHIN-3-MONOGALLATE,0.0008956551791718798,0.0013318378671851416,0.0014831387906111498,0.0019150684201603315,0.002921216289277249,0.002252890698736885,0.0011815449476601542,0.0034714976187891133,0.001600944624731257,0.0012627732370755365,0.0020278087169597913,0.0017457857513613056,0.0025429509110650316,0.0016853478850589899,0.0016761933860752242,0.0007393497613149355,0.0027268824602308885
"2,4-DIDEOXY-DC-45-A2",0.0009370399259853523,0.0008225564265231578,0.0009159530678183344,0.0011821652131402019,0.0025384959424179314,0.0019537824246609655,0.0010158210157097897,0.002142887454052299,0.0013897027074882477,0.001322554132639799,0.0021404210002472107,0.0015101031355554365,0.0015697885954579222,0.00145142291243652,0.001447333141988321,0.0004572626763296786,0.0016833165176608088
4-METHYLFASUDIL,0.0008059497654989784,0.000704587985820074,0.0007806336857688903,0.001442645941835378,5.3960450189251456e-05,0.0011908442182372106,0.0006166514600207615,5.839177377748808e-05,5.463864731930131e-05,0.0013116890816677813,0.0015103342318719465,0.0009222749058697424,0.0013455413175484932,0.0015307201961539966,0.0008872984270717626,0.0005401402145724768,0.0014446853793939841
BRD63610,0.0009283040931905488,0.0014015022142752807,0.0011044502872999222,0.0020377834744330203,0.00218884104845333,0.001699977014308662,0.0008669628482426173,5.674667475230692e-05,0.0012023585469010836,0.0013123140571492558,0.002609136872116526,0.0018446237949309872,0.001900454289751471,0.0024908805155981492,0.0021554506553987,0.0007601368379865919,0.002037999416358216
BRD6368,0.0006307371121693586,0.0008157885397300971,0.0009152830157293223,0.0006825451925844344,0.0014763770531891168,0.0013876406911810704,5.924884656378165e-05,0.0012348561376625304,0.0009831257954385226,0.0007614132343860451,0.0012407986102458282,0.0006240206240644604,5.8987863790062294e-05,0.0008354821906573324,0.0008386896516136576,0.0004488058209776531,5.837041492086687e-05
BRD7137,0.0007075823128302573,0.0008019191237272121,0.0010974071836575736,0.000579882565980363,0.0008959185213336942,0.0009663792802099603,0.0007061235797136292,0.0010445114784408784,0.0009676758021631834,0.0009164217728221191,0.0010553852516793846,0.0009165975951604227,5.591881404270282e-05,0.000872866099695123,0.0007145460083826231,0.00044058657571062406,0.0011645777618855147
CIL41,7.273144796310913e-05,7.081088626614535e-05,6.703214452077364e-05,6.595546680480598e-05,5.9281330153835284e-05,7.997438813669157e-05,7.18547501080596e-05,0.0001047832072761098,7.761575213764307e-05,0.002201619360272147,6.86838005460366e-05,8.949402252336835e-05,8.087115951898565e-05,6.901806969223204e-05,6.181440354631533e-05,0.0012642952187743913,8.166591810112068e-05
"2,7-BIS-(PIPERIDINE-1-SULFONYL)-FLUOREN-9-ONE OXIME",5.344350949982854e-05,5.0512229298979015e-05,5.291576739339179e-05,4.8884546301921216e-05,5.266339250575558e-05,5.246863760626501e-05,5.3553980058001294e-05,4.7506838046558936e-05,5.244482541324912e-05,5.1671072881603476e-05,5.541368064603062e-05,5.741961877378101e-05,4.9444027136030554e-05,5.2661719746557245e-05,5.277684305471836e-05,5.336352191534006e-05,5.532134207518724e-05
COMPOUND 110,0.0008643660658353032,0.0012950447760728097,0.0011788781483229914,0.0018614918178980454,0.001653099806747916,0.0022012915987273036,0.0011455826296080307,0.002765015496151999,0.0015618751597731367,0.0009949328065387035,0.0016103952569887078,0.0019673054385381927,0.002482272732356717,0.0016300440865090256,0.0013308109375510199,0.0007073500085369648,0.0021747922521906395
COMPOUND 1541A,0.0005919755408413887,5.577269723494689e-05,5.9109938846004275e-05,5.816705126639734e-05,5.780785406032561e-05,0.0014890539754684917,5.8211823431334086e-05,6.130768793665347e-05,0.0010647952147807035,0.00083712607777206,0.0013389662162110337,5.98584531314568e-05,5.478756292752667e-05,6.059235128781002e-05,5.6628935809445486e-05,5.577671935969639e-05,5.925100830986267e-05
COMPOUND 23 CITRATE,0.0005416851844968601,0.0005714610070752504,0.0008993407086265534,0.0011637307522736832,0.0015408755920795852,5.663408120233754e-05,0.000619867764871549,5.744363466587098e-05,0.0004891344145540506,0.0008410277516575701,0.0006122584973703291,0.0009216649718724057,0.0007802305534627901,0.0005070837609135954,0.0007177711672358972,0.0004902032168928096,0.0008282373210047396
COMPOUND 44,0.0007972236593523211,0.0014559717233910837,0.0009470166452698429,0.0017299649068881916,0.001861560208897861,0.002025482209991291,0.00074180538937818,0.0022010849501471704,0.0010170382550509327,0.0007864865916896231,0.0018129340289811011,0.0011057957359209727,0.0022931258131842435,0.0010745578062059666,0.0018263520082845912,0.00046304569106691873,0.001734085114685658
COMPOUND 7D-CIS,0.0009623282781210497,4.859681814277908e-05,5.419596239414722e-05,5.352826425198682e-05,4.944102601317975e-05,4.992722109894798e-05,0.0007363876363854496,5.473144235830833e-05,4.900690934582787e-05,4.863095176555609e-05,5.413270100213863e-05,5.118537810212363e-05,5.2904000708477385e-05,4.909871179896488e-05,4.785430820536228e-05,4.833741391562419e-05,5.413704679793027e-05
DC-45-A2,0.0006303153902296474,5.1466020007560114e-05,0.0010459139110920803,0.0019369597975024352,0.0020828193833385177,0.0016090871337582143,0.0011725760126621817,5.002506807556186e-05,0.0011304205907920603,5.290327153715591e-05,0.0014403639566390684,0.0017523254144717862,0.0031452876819917245,0.0012046846310304925,0.001184208205286023,4.869570241063455e-05,5.670811598146547e-05
ELCPK,0.0005508794738495492,0.0008231958140340823,0.0011213802795948344,0.0016774812685926546,0.0018139471861548524,0.0009873495187800953,0.0005126151922285872,0.002144866181778082,0.0007022813060827914,0.0007649988549998549,0.0012455467933267738,0.0007634277367529502,0.0015757552497030493,0.0007266836128509041,0.0014574255830426218,0.0004473400927342682,0.001687194095170741
FQI-2,0.0008271236650696208,0.000874264868078538,0.0013817732882733253,5.2905416093194164e-05,0.001930410506829196,5.9783856873664315e-05,0.0010915622830291035,0.0022869312621779042,0.0010543341233058253,0.0008135354280511837,0.0013239463496074065,0.0016267979291717917,5.444392156992294e-05,0.0015481456132552748,0.0010938577272445991,0.0008236940425795308,5.4510183758160304e-05
NPC-26,0.0006074704203415312,0.0008992881248479047,0.0008263759317609106,0.0012978072375176106,0.0011524364389418353,0.001523687907919732,0.0008007956227698725,0.0019241667526594625,0.0010835669236811166,0.001086785524871648,0.0011202018025309297,0.0011879585186195306,0.0019918434746215587,0.0011323157966303518,0.0009275913006935101,0.0005698717148516074,0.001076163378214409
NSC 23766,5.7037941473587285e-05,5.8130192970645343e-05,5.892013189344056e-05,0.0009848190342007796,0.0015080443998135302,5.9732897780429605e-05,5.847754405450285e-05,5.814651913051514e-05,0.0008268976313009093,0.0006385192200144758,5.700475518077225e-05,6.008649247070964e-05,5.469736496071859e-05,5.6385400988153824e-05,5.534911812605525e-05,5.630389365563767e-05,5.779248018841019e-05
P-0850,0.0009748107465762973,0.002529175450874685,0.0016387390066178505,0.002995611123207588,0.0032237343054527666,0.004290172964314376,0.0012821559331217525,0.0038114304391649373,0.002483807522723468,0.0013602613022418372,0.003139252884542107,0.0019131218745662287,0.0039711176351798876,0.0018599268115011547,0.0018345624429839415,0.00112312636045796,0.004238239720783466
PIK-75,4.9295379184324545e-05,0.0007458012429169065,5.171962002675419e-05,0.001080314137217097,5.2615698769355065e-05,0.0012678011330059164,5.0186761544675936e-05,5.7668099464646464e-05,0.0009004038921402315,0.0013978073091672186,5.678320351920313e-05,0.0009825148200200428,0.0014360067194869233,0.0013271652712962135,0.0009390619226521342,0.0004085164481272382,5.8041640324177764e-05
PNU-74654,0.0005750087669414328,0.0005299514561649455,0.0006805914830719401,0.0008827905712376755,0.0011635156201425872,0.0010313247816724398,0.000709112375945294,0.0007965741463840452,0.0008977511920197748,0.0006955218933052086,0.0009256945867058945,0.0008949857294845278,0.0011686803608516657,0.0007642343309042545,0.0006642563873320197,0.00046921165560782083,0.0008850225384718471
SR-II-138A,0.0007977119460232392,0.0008492185717915346,0.000952565231971848,0.001219004726400949,0.0018751123007862101,0.0010217227646413126,0.0009139071006002615,0.0015732920415311251,0.0007268238396259558,0.0007974073560779228,0.0009200186672109123,0.0011153833310636643,0.0016276426622551898,0.0014994322995460926,0.0010684929638458667,0.0005681155777483783,0.0012363168227130866
T-5345967,0.000981341358581312,5.599165433645487e-05,5.741139286823843e-05,5.470134169360336e-05,0.002316249633616061,5.653259624178977e-05,0.0009172201252912411,6.167548221703046e-05,5.488505493145916e-05,0.001385801101583348,0.0015884342964123414,0.0013718371898252992,5.5326994139442004e-05,0.0013122403574462405,0.0013123277706752364,5.3780740358129814e-05,5.840624493668247e-05
TTNBP,0.00349937301199951,7.749933986916315e-05,0.0001229442402362783,6.375318297920007e-05,0.0001503487902690171,3.9459750239012736e-05,0.004641093365381451,3.376161579806863e-05,4.1767714547890226e-05,3.518545591128154e-05,3.7164246285525e-05,0.006930221145510904,0.01014703579080645,4.0177693044544894e-05,5.260772761355609e-05,5.274110600200962e-05,7.230399614102595e-05
WT-161,0.0006854377504757023,0.0007261827419801447,0.0008108375460223133,0.0010634531532865762,4.7758198313640804e-05,4.96694400142851e-05,5.0050454247856835e-05,5.082939636338449e-05,5.095725033685085e-05,0.000686633248555473,0.001108277709344749,4.991823693203879e-05,5.285639837869068e-05,0.0009204393905534343,0.0009172261376983903,0.00039872345665256594,0.0014958483499350214
